receipt_id,text,label,makro_label,total_belanja
317,hand cream makarizo hair mask scarlett body scrub azarine sunscreen wardah lightening toner emina lip cream,Beauty,Health & Personal Care,322400
318,emina lip cream herborist body butter ponds face wash scarlett body scrub makarizo hair mask,Beauty,Health & Personal Care,393000
319,tiket kereta eksekutif tiket bus transjakarta tiket ferry bagasi tambahan,Transportation,Transportation,1113000
320,anti gores hp,Electronics & Software,Lifestyle & Entertainment,74000
321,nasi goreng spesial sate ayam tsk es cendol cumi saus padang mie goreng jawa gurame bakar,Restaurants,Food & Beverage,850000
322,obeng set cat tembok jam dinding,Home Improvement,Housing & Utilities,326000
323,matcha latte caffe latte brownies,Coffee Shops,Food & Beverage,133900
324,telur ayam indomie goreng gula pasir piattos sapi panggang roti tawar sari roti,Groceries,Food & Beverage,82000
325,pisau dapur pot tanaman keran air jam dinding,Home Improvement,Housing & Utilities,400400
326,kopi kapal api mix oreo vanilla garam refina,Groceries,Food & Beverage,22000
327,le minerale filma minyak l,Groceries,Food & Beverage,55000
328,revvo,Gas & Fuel,Transportation,550000
329,tax resto ayam bakar madu es cendol,Restaurants,Food & Beverage,80000
330,garnier micellar water body mist wardah lightening toner,Beauty,Health & Personal Care,208000
331,cheesecake slice caffe latte brownies es kopi pandan kopi susu gula aren banana bread matcha latte,Coffee Shops,Food & Beverage,242500
332,bodrex flu batuk hansaplast vitamin c mg,Health,Health & Personal Care,82500
333,paket burger combo ayam goreng crispy spaghetti chicken pudding chocolate sambal extra,Fast Food,Food & Beverage,418000
334,frisian flag uht good day cappuccino pop mie ayam garam refina sunlight lime mie sedaap soto,Groceries,Food & Beverage,47900
335,croissant butter cheesecake slice caffe latte matcha latte,Coffee Shops,Food & Beverage,207500
336,kain pel sunlight lime plastik sampah x molto pewangi super pell spon cuci piring,Household,Housing & Utilities,486400
337,attack easy tissue paseo s molto pewangi sos pembersih lantai sikat wc,Household,Housing & Utilities,220000
338,tissue paseo s spon cuci piring,Household,Housing & Utilities,31500
339,ayam goreng crispy ice cream cone spicy chicken wings chicken popcorn nasi putih sambal extra pudding chocolate,Fast Food,Food & Beverage,213000
340,molto pewangi lap microfiber super pell attack easy tissue paseo s sabun cuci tangan baygon aerosol sunlight lime,Household,Housing & Utilities,542900
341,pertamax turbo,Gas & Fuel,Transportation,553000
342,es cendol nasi goreng spesial bebek goreng cumi saus padang sop iga,Restaurants,Food & Beverage,489500
343,sosis so nice teh pucuk kopi kapal api mix indomie goreng,Groceries,Food & Beverage,43500
344,karbol wangi spon cuci piring attack easy sunlight lime lap microfiber rinso deterjen sikat wc,Household,Housing & Utilities,493200
345,le minerale saus sambal abc,Groceries,Food & Beverage,39000
346,take away bag chicken nugget sambal extra burger cheese chicken popcorn,Fast Food,Food & Beverage,253000
347,body mist maybelline fit me emina lip cream makarizo hair mask ponds face wash vaseline body lotion hand cream revlon lipstick,Beauty,Health & Personal Care,479000
348,tiket kereta eksekutif,Transportation,Transportation,745000
349,headset bluetooth anti gores hp,Electronics & Software,Lifestyle & Entertainment,366500
350,filma minyak l roti tawar sari roti indomie ayam bawang bimoli l gula pasir garam refina fiesta nugget,Groceries,Food & Beverage,240000
351,parkir motor,Transportation,Transportation,7000
352,pisau dapur rak susun tingkat keran air bantal sofa gantungan baju set,Home Improvement,Housing & Utilities,657000
353,mie sedaap soto bimoli l,Groceries,Food & Beverage,48500
354,bebek goreng sop iga dimsum ayam air mineral service charge,Restaurants,Food & Beverage,138500
355,spaghetti chicken french fries cola medium,Fast Food,Food & Beverage,510000
356,garnier micellar water pixy bedak two way cake revlon lipstick hand cream makarizo hair mask wardah lightening toner somethinc serum,Beauty,Health & Personal Care,520000
357,makarizo hair mask ellips hair vitamin,Beauty,Health & Personal Care,128000
358,sanmol tablet tolak angin box panadol biru strip,Health,Health & Personal Care,76000
359,dexlite kopi kaleng,Gas & Fuel,Transportation,251000
360,indomie ayam bawang telur ayam aqua saus sambal abc kopi kapal api mix,Groceries,Food & Beverage,123000
361,kecap bango roma kelapa telur ayam indomie goreng indomie ayam bawang garam refina tepung segitiga biru ultra milk coklat,Groceries,Food & Beverage,139500
362,spanish latte banana bread cappuccino chocolate ice,Coffee Shops,Food & Beverage,196500
363,mouse wireless anti gores hp,Electronics & Software,Lifestyle & Entertainment,260000
364,bodrex flu batuk promag tablet oralit sachet minyak kayu putih hansaplast tolak angin box panadol biru strip,Health,Health & Personal Care,199000
365,capcay seafood gurame bakar,Restaurants,Food & Beverage,161000
366,bimoli l silverqueen tissue nice s,Groceries,Food & Beverage,69000
367,betadine,Health,Health & Personal Care,28000
368,jeans slim fit,Apparel,Lifestyle & Entertainment,572500
369,vitamin c mg sanmol tablet hansaplast komix jahe enervon c botol,Health,Health & Personal Care,186000
370,paracetamol mg,Health,Health & Personal Care,13000
371,caffe latte cinnamon roll es kopi pandan,Coffee Shops,Food & Beverage,129500
372,telur ayam walls cornetto fiesta nugget gula pasir silverqueen mie sedaap soto,Groceries,Food & Beverage,231300
373,ayam goreng crispy lemon tea sambal extra cola medium pudding chocolate,Fast Food,Food & Beverage,138600
374,indomie goreng roma kelapa chitato sapi panggang beras ramos,Groceries,Food & Beverage,869000
375,azarine sunscreen hand cream skintific moisturizer garnier micellar water revlon lipstick makarizo hair mask,Beauty,Health & Personal Care,559000
376,lifebuoy sabun batang chitato sapi panggang gula pasir,Groceries,Food & Beverage,42500
377,sunlight lime ultra milk coklat tepung segitiga biru pepsodent mie sedaap soto roma kelapa,Groceries,Food & Beverage,300200
378,airport train,Transportation,Transportation,84000
379,wipol molto pewangi,Household,Housing & Utilities,132400
380,roti tawar sari roti mie sedaap soto indomie ayam bawang,Groceries,Food & Beverage,45000
381,walls cornetto roma kelapa beras ramos filma minyak l,Groceries,Food & Beverage,836500
382,roma kelapa teh pucuk silverqueen roti tawar sari roti fiesta nugget yakult,Groceries,Food & Beverage,134400
383,ayam bakar madu gurame bakar pb,Restaurants,Food & Beverage,344000
384,antangin cair masker medis promag tablet,Health,Health & Personal Care,142400
385,pot tanaman organizer drawer storage box l jam dinding talenan gantungan baju set artificial plant,Home Improvement,Housing & Utilities,559000
386,tolak angin box hansaplast obh combi masker medis,Health,Health & Personal Care,134100
387,air mineral dimsum ayam service charge service charge,Restaurants,Food & Beverage,102000
388,usb hub port,Electronics & Software,Lifestyle & Entertainment,325000
389,pb cumi saus padang service charge ayam bakar madu,Restaurants,Food & Beverage,314500
390,enervon c botol promag tablet,Health,Health & Personal Care,114000
391,cinnamon roll iced americano,Coffee Shops,Food & Beverage,242000
392,teh pucuk chitato sapi panggang pepsodent nu green tea tissue nice s saus sambal abc,Groceries,Food & Beverage,234500
393,pertamax,Gas & Fuel,Transportation,396000
394,kabel data type c,Electronics & Software,Lifestyle & Entertainment,74000
395,iced americano cinnamon roll,Coffee Shops,Food & Beverage,123000
396,silverqueen indomie ayam bawang good day cappuccino roti tawar sari roti aqua nu green tea chitato sapi panggang gula pasir tepung segitiga biru,Groceries,Food & Beverage,404000
397,teh pucuk sunlight lime,Groceries,Food & Beverage,19000
398,roti tawar sari roti filma minyak l frisian flag uht tissue nice s telur ayam piattos sapi panggang saus sambal abc yakult garam refina kecap bango,Groceries,Food & Beverage,245700
399,ellips hair vitamin garnier micellar water ponds face wash revlon lipstick body mist wardah lightening toner,Beauty,Health & Personal Care,314000
400,bebek goreng mie ayam jamur service charge dimsum ayam,Restaurants,Food & Beverage,259000
401,pudding chocolate chicken nugget,Fast Food,Food & Beverage,87000
402,flashdisk,Electronics & Software,Lifestyle & Entertainment,97000
403,lychee tea cappuccino es kopi pandan,Coffee Shops,Food & Beverage,132000
404,take away bag sambal extra,Fast Food,Food & Beverage,8000
405,kopi kapal api mix chitato sapi panggang sunlight lime filma minyak l teh pucuk gula pasir,Groceries,Food & Beverage,123700
406,spaghetti chicken chicken nugget paket hemat,Fast Food,Food & Beverage,393000
407,jeruk hangat sate ayam tsk nasi putih es teh manis soto ayam gurame bakar,Restaurants,Food & Beverage,289700
408,pertalite,Gas & Fuel,Transportation,380000
409,walls cornetto chitato sapi panggang indomie goreng yakult frisian flag uht telur ayam,Groceries,Food & Beverage,178000
410,capcay seafood,Restaurants,Food & Beverage,54000
411,bebek goreng bakso urat es cendol cumi saus padang,Restaurants,Food & Beverage,224500
412,french fries rice bowl chicken pudding chocolate chicken popcorn service charge sambal extra paket ayam nasi take away bag,Fast Food,Food & Beverage,326300
413,kemeja oxford legging sport,Apparel,Lifestyle & Entertainment,561500
414,spanish latte kopi susu gula aren almond croissant,Coffee Shops,Food & Beverage,95000
415,pertamax turbo,Gas & Fuel,Transportation,570000
416,molto pewangi stella pengharum plastik sampah x kain pel tissue paseo s,Household,Housing & Utilities,156000
417,bio solar parkir spbu,Gas & Fuel,Transportation,228500
418,antangin cair enervon c botol hansaplast sanmol tablet tolak angin box oralit sachet betadine,Health,Health & Personal Care,163100
419,shuttle bandung jkt tiket mrt jakarta tol dalam kota,Transportation,Transportation,612000
420,bodrex flu batuk antangin cair minyak kayu putih hansaplast obh combi,Health,Health & Personal Care,125000
421,sunlight lime silverqueen,Groceries,Food & Beverage,130000
422,skintific moisturizer,Beauty,Health & Personal Care,140000
423,stella pengharum sunlight lime lap microfiber baygon aerosol molto pewangi tissue paseo s,Household,Housing & Utilities,511000
424,oralit sachet vitamin c mg,Health,Health & Personal Care,62000
425,sunlight lime filma minyak l roma kelapa sosis so nice nu green tea chitato sapi panggang indomie ayam bawang saus sambal abc,Groceries,Food & Beverage,429100
426,somethinc serum garnier micellar water herborist body butter,Beauty,Health & Personal Care,300000
427,revvo,Gas & Fuel,Transportation,216000
428,azarine sunscreen ellips hair vitamin scarlett body scrub hand cream revlon lipstick,Beauty,Health & Personal Care,289100
429,revlon lipstick emina lip cream skintific moisturizer pixy bedak two way cake ponds face wash,Beauty,Health & Personal Care,429000
430,french fries rice bowl chicken ayam goreng crispy chicken nugget lemon tea nasi putih take away bag spicy chicken wings,Fast Food,Food & Beverage,316000
431,promag tablet minyak kayu putih vitamin c mg komix jahe,Health,Health & Personal Care,116000
432,yakult pop mie ayam,Groceries,Food & Beverage,18000
433,obh combi bodrex flu batuk panadol biru strip,Health,Health & Personal Care,60000
434,kopi kapal api mix lifebuoy sabun batang saus sambal abc bimoli l garam refina indomie ayam bawang frisian flag uht telur ayam,Groceries,Food & Beverage,141000
435,hansaplast obh combi vitamin c mg promag tablet komix jahe antangin cair masker medis,Health,Health & Personal Care,125000
436,sambal extra burger cheese spicy chicken wings cola medium french fries nasi putih rice bowl chicken chicken nugget,Fast Food,Food & Beverage,279200
437,ellips hair vitamin vaseline body lotion revlon lipstick garnier micellar water,Beauty,Health & Personal Care,213500
438,lemon tea chicken nugget,Fast Food,Food & Beverage,68700
439,air mineral es teh manis bebek goreng,Restaurants,Food & Beverage,95000
440,talenan lampu led storage box l rak susun tingkat,Home Improvement,Housing & Utilities,414000
441,pot tanaman bantal sofa rak susun tingkat,Home Improvement,Housing & Utilities,408000
442,bp,Gas & Fuel,Transportation,336000
443,skintific moisturizer pixy bedak two way cake somethinc serum body mist scarlett body scrub makarizo hair mask,Beauty,Health & Personal Care,875000
444,cat tembok lampu led kabel roll stop obeng set,Home Improvement,Housing & Utilities,374500
445,silverqueen le minerale tissue nice s yakult ultra milk coklat,Groceries,Food & Beverage,423000
446,chocolate ice almond croissant iced americano,Coffee Shops,Food & Beverage,159000
447,kecap bango,Groceries,Food & Beverage,22000
448,ultra milk coklat mie sedaap soto oreo vanilla aqua telur ayam sunlight lime,Groceries,Food & Beverage,121400
449,ponds face wash skintific moisturizer vaseline body lotion body mist emina lip cream somethinc serum,Beauty,Health & Personal Care,453400
450,mie ayam jamur es teh manis kwetiau siram sapi ayam bakar madu soto ayam sop iga nasi putih service charge es cendol cumi saus padang,Restaurants,Food & Beverage,631000
451,sate ayam tsk bakso urat gurame bakar,Restaurants,Food & Beverage,263500
452,oat milk,Coffee Shops,Food & Beverage,120000
453,silverqueen sunlight lime indomie goreng chitato sapi panggang,Groceries,Food & Beverage,119000
454,masker medis promag tablet,Health,Health & Personal Care,34300
455,gurame bakar nasi goreng spesial es teh manis,Restaurants,Food & Beverage,187500
456,plastik sampah x rinso deterjen sos pembersih lantai,Household,Housing & Utilities,97000
457,garnier micellar water pixy bedak two way cake,Beauty,Health & Personal Care,114000
458,paket burger combo sambal extra nasi putih pudding chocolate,Fast Food,Food & Beverage,90000
459,masker medis tolak angin box,Health,Health & Personal Care,77000
460,skintific moisturizer revlon lipstick herborist body butter,Beauty,Health & Personal Care,282600
461,memory card,Electronics & Software,Lifestyle & Entertainment,115000
462,sunlight lime piattos sapi panggang mie sedaap soto yakult indomie ayam bawang tepung segitiga biru telur ayam beras ramos,Groceries,Food & Beverage,559000
